app,start,query,range,delay,duration
2,70000,q1,d_year = 2000 and d_moy between 1 and 8,83,82512
2,70000,q10,d_year = 2000 and d_moy between 1 and 3,89,90290
2,70000,q12,d_year = 2000 and d_moy between 1 and 10,89,73498
2,70000,q12,d_year = 2000 and d_moy between 1 and 11,90,73479
2,70000,q10,d_year = 2000 and d_moy between 1 and 3,90,47570
2,160000,q10,d_year = 2000 and d_moy between 1 and 2,71,49514
2,160000,q10,d_year = 2000 and d_moy between 1 and 3,71,56518
2,160000,q1,d_year = 2000 and d_moy between 1 and 10,72,67910
2,160000,q1,d_year = 2000 and d_moy between 1 and 6,80,39186
2,160000,q10,d_year = 2000 and d_moy between 1 and 3,81,28385
2,250000,q10,d_year = 2000 and d_moy between 1 and 2,67,58841
2,250000,q1,d_year = 2000 and d_moy between 1 and 8,68,58571
2,250000,q13,d_year = 2000 and d_moy between 1 and 9,68,47075
2,250000,q1,d_year = 2000 and d_moy between 1 and 7,77,58646
2,250000,q12,d_year = 2000 and d_moy between 1 and 10,77,13365
2,340000,q12,d_year = 2000,93,35890
2,340000,q13,d_year = 2000 and d_moy between 1 and 11,93,35968
2,340000,q10,d_year = 2000 and d_moy between 1 and 2,94,57011
2,340000,q10,d_year = 2000 and d_moy between 1 and 3,94,57107
2,340000,q13,d_year = 2000 and d_moy between 1 and 9,94,24748
2,430000,q12,d_year = 2000 and d_moy between 1 and 11,13,37232
2,430000,q13,d_year = 2000 and d_moy between 1 and 9,15,38737
2,430000,q12,d_year = 2000,22,37243
2,430000,q1,d_year = 2000 and d_moy between 1 and 6,22,55353
2,430000,q13,d_year = 2000 and d_moy between 1 and 9,23,19980
2,520000,q1,d_year = 2000 and d_moy between 1 and 6,23,60944
2,520000,q13,d_year = 2000 and d_moy between 1 and 11,24,35677
2,520000,q10,d_year = 2000 and d_moy between 1 and 2,24,61108
2,520000,q1,d_year = 2000 and d_moy between 1 and 8,24,62013
2,520000,q13,d_year = 2000 and d_moy between 1 and 9,32,27828
2,610000,q1,d_year = 2000 and d_moy between 1 and 10,82,51238
2,610000,q1,d_year = 2000 and d_moy between 1 and 8,83,51728
2,610000,q13,d_year = 2000 and d_moy between 1 and 9,83,51282
2,610000,q1,d_year = 2000 and d_moy between 1 and 7,84,60553
2,610000,q1,d_year = 2000 and d_moy between 1 and 10,84,19723
2,700000,q1,d_year = 2000 and d_moy between 1 and 9,98,57132
2,700000,q1,d_year = 2000 and d_moy between 1 and 8,98,57193
2,700000,q1,d_year = 2000 and d_moy between 1 and 6,99,52899
2,700000,q13,d_year = 2000 and d_moy between 1 and 11,99,40027
2,700000,q1,d_year = 2000 and d_moy between 1 and 8,99,20538
