app,start,query,range,delay,duration
1,0,q12,d_year = 2000 and d_moy between 1 and 10,94,82726
1,0,q7,d_year = 2000 and d_moy between 1 and 9,100,82834
1,0,q13,d_year = 2000 and d_moy between 1 and 6,101,84104
1,0,q13,d_year = 2000 and d_moy between 1 and 7,102,83355
1,0,q7,d_year = 2000 and d_moy between 1 and 9,102,82632
1,0,q12,d_year = 2000 and d_moy between 1 and 10,111,82697
1,90000,q13,d_year = 2000 and d_moy between 1 and 6,65,45321
1,90000,q13,d_year = 2000 and d_moy between 1 and 6,67,49601
1,90000,q12,d_year = 2000 and d_moy between 1 and 11,67,45271
1,90000,q7,d_year = 2000 and d_moy between 1 and 9,69,41489
1,90000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),73,55049
1,90000,q7,d_year = 2000 and d_moy between 1 and 9,77,45454
1,150000,q7,d_year = 2000 and d_moy between 1 and 10,93,30952
1,150000,q13,d_year = 2000 and d_moy between 1 and 5,94,31006
1,150000,q12,d_year = 2000 and d_moy between 1 and 10,94,30937
1,150000,q10,d_date = cast('2000-04-30' as date),95,40654
1,150000,q13,d_year = 2000 and d_moy between 1 and 6,95,43490
1,150000,q13,d_year = 2000 and d_moy between 1 and 5,98,38954
1,210000,q7,d_year = 2000 and d_moy between 1 and 10,53,44160
1,210000,q13,d_year = 2000 and d_moy between 1 and 7,54,46088
1,210000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),55,52782
1,210000,q10,d_year = 2000 and d_moy = 1,56,51536
1,210000,q7,d_year = 2000 and d_moy between 1 and 10,57,38941
1,210000,q7,d_year = 2000 and d_moy between 1 and 10,66,44150
1,270000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),55,41597
1,270000,q10,d_year = 2000 and d_moy = 1,55,41736
1,270000,q10,d_date = cast('2000-04-30' as date),56,41277
1,270000,q13,d_year = 2000 and d_moy between 1 and 7,56,37101
1,270000,q12,d_year = 2000 and d_moy between 1 and 10,56,26841
1,270000,q7,d_year = 2000 and d_moy between 1 and 10,56,32614
1,330000,q13,d_year = 2000 and d_moy between 1 and 7,3,38903
1,330000,q10,d_year = 2000 and d_moy = 1,4,43257
1,330000,q1,d_year = 2000 and d_moy between 1 and 3,7,46469
1,330000,q10,d_date = cast('2000-04-30' as date),8,43237
1,330000,q7,d_year = 2000 and d_moy between 1 and 9,8,28017
1,330000,q13,d_year = 2000 and d_moy between 1 and 7,8,43380
1,390000,q7,d_year = 2000 and d_moy between 1 and 9,43,28707
1,390000,q7,d_year = 2000 and d_moy between 1 and 9,44,28690
1,390000,q12,d_year = 2000 and d_moy between 1 and 11,44,31726
1,390000,q10,d_date = cast('2000-04-30' as date),44,34315
1,390000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),44,40614
1,390000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),44,41349
1,450000,q7,d_year = 2000 and d_moy between 1 and 9,12,43345
1,450000,q13,d_year = 2000 and d_moy between 1 and 6,12,43378
1,450000,q12,d_year = 2000 and d_moy between 1 and 11,12,39228
1,450000,q13,d_year = 2000 and d_moy between 1 and 5,13,45750
1,450000,q13,d_year = 2000 and d_moy between 1 and 7,13,44804
1,450000,q12,d_year = 2000 and d_moy between 1 and 11,18,37045
1,510000,q13,d_year = 2000 and d_moy between 1 and 7,83,39135
1,510000,q13,d_year = 2000 and d_moy between 1 and 7,84,39678
1,510000,q12,d_year = 2000 and d_moy between 1 and 10,90,26338
1,510000,q10,d_date = cast('2000-04-30' as date),90,38690
1,510000,q7,d_year = 2000 and d_moy between 1 and 9,90,27957
1,510000,q10,d_year = 2000 and d_moy = 1,96,40240
1,570000,q7,d_year = 2000 and d_moy between 1 and 10,50,24454
1,570000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),50,33990
1,570000,q13,d_year = 2000 and d_moy between 1 and 6,50,29374
1,570000,q12,d_year = 2000 and d_moy between 1 and 10,50,27286
1,570000,q10,d_date = cast('2000-04-30' as date),50,37223
