app,start,query,range,delay,duration
1,0,q10,d_year = 2000 and d_moy = 1,5,135665
1,0,q7,d_year = 2000 and d_moy between 1 and 11,11,118547
1,0,q13,d_year = 2000 and d_moy between 1 and 6,11,132389
1,0,q13,d_year = 2000 and d_moy between 1 and 7,14,132701
1,0,q7,d_year = 2000 and d_moy between 1 and 11,15,106782
1,0,q10,d_year = 2000 and d_moy = 1,16,135030
1,0,q1,d_year = 2000 and d_moy between 1 and 3,18,135383
1,0,q1,d_year = 2000 and d_moy between 1 and 3,29,135652
1,0,q1,d_year = 2000 and d_moy between 1 and 4,39,136784
1,0,q12,d_year = 2000 and d_moy between 1 and 11,41,121630
1,240000,q13,d_year = 2000 and d_moy between 1 and 6,8,72511
1,240000,q13,d_year = 2000 and d_moy between 1 and 6,10,74265
1,240000,q12,d_year = 2000,10,43556
1,240000,q7,d_year = 2000 and d_moy between 1 and 11,13,74101
1,240000,q10,d_date = cast('2000-04-30' as date),23,75267
1,240000,q7,d_year = 2000 and d_moy between 1 and 11,30,43494
1,240000,q13,d_year = 2000 and d_moy between 1 and 6,38,72825
1,240000,q12,d_year = 2000 and d_moy between 1 and 11,45,43513
1,240000,q10,d_date = cast('2000-04-30' as date),57,75634
1,240000,q1,d_year = 2000 and d_moy between 1 and 4,59,76870
1,360000,q7,d_year = 2000 and d_moy between 1 and 10,78,66289
1,360000,q12,d_year = 2000 and d_moy between 1 and 11,78,41079
1,360000,q10,d_year = 2000 and d_moy = 1,78,72618
1,360000,q1,d_year = 2000 and d_moy between 1 and 4,88,74045
1,360000,q13,d_year = 2000 and d_moy between 1 and 6,88,72420
1,360000,q12,d_year = 2000 and d_moy between 1 and 11,88,41114
1,360000,q13,d_year = 2000 and d_moy between 1 and 6,88,72829
1,360000,q10,d_date = cast('2000-04-30' as date),96,72569
1,360000,q13,d_year = 2000 and d_moy between 1 and 7,97,72525
1,360000,q7,d_year = 2000 and d_moy between 1 and 10,97,41179
1,480000,q7,d_year = 2000 and d_moy between 1 and 10,15,49841
1,480000,q13,d_year = 2000 and d_moy between 1 and 7,15,87284
1,480000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),15,83967
1,480000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),15,83871
1,480000,q7,d_year = 2000 and d_moy between 1 and 10,16,67056
1,480000,q7,d_year = 2000 and d_moy between 1 and 10,16,66989
1,480000,q1,d_year = 2000 and d_moy between 1 and 3,16,89663
1,480000,q13,d_year = 2000 and d_moy between 1 and 7,16,87495
1,480000,q1,d_year = 2000 and d_moy between 1 and 4,16,90553
1,480000,q7,d_year = 2000 and d_moy between 1 and 11,16,83565
1,600000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),23,59269
1,600000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),23,57870
1,600000,q1,d_year = 2000 and d_moy between 1 and 4,23,61678
1,600000,q13,d_year = 2000 and d_moy between 1 and 7,23,59385
1,600000,q10,d_year = 2000 and d_moy = 1,27,57844
1,600000,q7,d_year = 2000 and d_moy between 1 and 10,27,26448
1,600000,q13,d_year = 2000 and d_moy between 1 and 6,27,57893
1,600000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),28,58546
1,600000,q13,d_year = 2000 and d_moy between 1 and 6,28,59859
1,600000,q1,d_year = 2000 and d_moy between 1 and 3,28,60214
1,720000,q13,d_year = 2000 and d_moy between 1 and 7,70,91223
1,720000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),70,92523
1,720000,q1,d_year = 2000 and d_moy between 1 and 3,70,91306
1,720000,q1,d_year = 2000 and d_moy between 1 and 4,71,92042
1,720000,q7,d_year = 2000 and d_moy between 1 and 11,71,49287
1,720000,q13,d_year = 2000 and d_moy between 1 and 7,71,89547
1,720000,q1,d_year = 2000 and d_moy between 1 and 3,78,92281
1,720000,q1,d_year = 2000 and d_moy between 1 and 4,78,92569
1,720000,q7,d_year = 2000 and d_moy between 1 and 10,86,49538
1,720000,q13,d_year = 2000 and d_moy between 1 and 6,86,72998
1,840000,q7,d_year = 2000 and d_moy between 1 and 11,34,44174
1,840000,q7,d_year = 2000 and d_moy between 1 and 11,36,56508
