app,start,query,range,delay,duration
3,0,q7,d_year = 2000,66,132514
3,0,q7,d_year = 2000 and d_moy between 1 and 11,72,132682
3,0,q10,d_year = 2000 and d_moy = 1,73,145714
3,0,q7,d_year = 2000,83,131911
3,360000,q13,d_year = 2000 and d_moy between 1 and 8,75,60554
3,360000,q12,d_year = 2000 and d_moy between 1 and 11,77,53078
3,360000,q1,d_year = 2000 and d_moy between 1 and 4,78,67253
3,360000,q7,d_year = 2000,78,52842
3,600000,q10,d_year = 2000 and d_moy = 1,27,48162
3,600000,q12,d_year = 2000,29,35213
3,600000,q1,d_year = 2000 and d_moy between 1 and 4,30,47762
3,600000,q7,d_year = 2000 and d_moy between 1 and 11,30,35260
3,840000,q13,d_year = 2000 and d_moy between 1 and 7,3,36142
3,840000,q1,d_year = 2000 and d_moy between 1 and 4,5,41603
3,840000,q1,d_year = 2000 and d_moy between 1 and 5,6,41895
3,840000,q10,d_year = 2000 and d_moy = 1,6,40319
3,1080000,q7,d_year = 2000 and d_moy between 1 and 11,85,43773
3,1080000,q7,d_year = 2000 and d_moy between 1 and 11,87,45522
3,1080000,q12,d_year = 2000 and d_moy between 1 and 11,88,43729
3,1080000,q1,d_year = 2000 and d_moy between 1 and 4,88,55136
3,1320000,q10,d_year = 2000 and d_moy = 1,23,49047
3,1320000,q7,d_year = 2000 and d_moy between 1 and 11,25,33586
3,1320000,q12,d_year = 2000,29,31879
3,1320000,q13,d_year = 2000 and d_moy between 1 and 7,36,48994
3,1560000,q1,d_year = 2000 and d_moy between 1 and 5,15,42761
3,1560000,q10,d_year = 2000 and d_moy = 1,15,41618
3,1560000,q1,d_year = 2000 and d_moy between 1 and 3,15,42367
3,1560000,q13,d_year = 2000 and d_moy between 1 and 8,15,40994
3,1800000,q1,d_year = 2000 and d_moy between 1 and 4,18,49693
3,1800000,q7,d_year = 2000 and d_moy between 1 and 11,19,44642
3,1800000,q12,d_year = 2000 and d_moy between 1 and 11,19,37939
3,1800000,q13,d_year = 2000 and d_moy between 1 and 7,19,44582
3,2040000,q13,d_year = 2000 and d_moy between 1 and 8,83,54399
3,2040000,q12,d_year = 2000 and d_moy between 1 and 11,84,53132
3,2040000,q13,d_year = 2000 and d_moy between 1 and 7,84,54788
3,2040000,q7,d_year = 2000,84,53172
3,2280000,q12,d_year = 2000 and d_moy between 1 and 11,50,43445
3,2280000,q1,d_year = 2000 and d_moy between 1 and 5,50,51349
3,2280000,q7,d_year = 2000,55,31413
3,2280000,q1,d_year = 2000 and d_moy between 1 and 4,61,52573
