app,start,query,range,delay,duration
1,20000,q7,d_year = 2000,33,91395
1,26640,q1,d_moy = 11,97,134807
1,31776,q7,d_year = 2000,43,70602
1,37499,q7,d_year = 2000,76,73686
1,40605,q13,d_year = 2000 and d_moy between 1 and 9,75,59794
1,46145,q10,d_date between cast('2000-08-23' as date) and ((cast('2000-08-23' as date) + interval '14' day)),46,90300
1,51571,q7,d_year = 2000,29,50195
1,56875,q1,d_moy = 11,44,56254
1,61440,q13,d_year = 2000 and d_moy between 1 and 9,86,41447
1,65920,q1,d_year = 2000 and d_moy between 1 and 3,14,55505
1,72842,q12,d_year = 2000,5,39053
1,75988,q13,d_year = 2000 and d_moy between 1 and 9,65,51242
1,79074,q1,d_year = 2000 and d_moy between 1 and 3,85,44755
1,85918,q10,d_date between cast('2000-08-23' as date) and ((cast('2000-08-23' as date) + interval '14' day)),53,57834
1,89658,q1,d_moy = 11,21,38029
1,93154,q7,d_year = 2000,31,25692
1,96996,q1,d_year = 2000 and d_moy between 1 and 3,16,51730
1,103199,q12,d_year = 2000,29,41422
1,109947,q12,d_year = 2000,96,43491
1,113038,q1,d_moy = 11,13,74708
1,117741,q7,d_year = 2000,18,42116
1,121147,q1,d_moy = 11,37,53305
1,125186,q12,d_year = 2000,10,44926
1,129070,q1,d_year = 2000 and d_moy between 1 and 3,35,21790
1,134657,q10,d_date between cast('2000-08-23' as date) and ((cast('2000-08-23' as date) + interval '14' day)),63,106541
1,139058,q12,d_moy = 11,70,42584
1,142780,q12,d_moy = 11,65,35128
1,147794,q1,d_year = 2000 and d_moy between 1 and 3,58,62527
1,150952,q7,d_year = 2000,5,33828
1,154356,q12,d_moy = 11,8,68323
1,161308,q13,d_year = 2000 and d_moy between 1 and 9,71,40652
1,165106,q12,d_year = 2000,81,40750
1,169540,q1,d_moy = 11,9,38086
1,175466,q1,d_moy = 11,51,28934
1,181820,q7,d_year = 2000,56,38259
1,188494,q10,d_date between cast('2000-08-23' as date) and ((cast('2000-08-23' as date) + interval '14' day)),97,62405
1,192171,q13,d_year = 2000 and d_moy between 1 and 9,28,56304
1,197862,q12,d_moy = 11,48,51422
1,204728,q12,d_moy = 11,0,49442
1,207960,q13,d_year = 2000 and d_moy between 1 and 9,76,45318
1,213665,q1,d_year = 2000 and d_moy between 1 and 3,83,46605
1,220047,q1,d_year = 2000 and d_moy between 1 and 3,13,45495
