app,start,query,range,delay,duration
1,0,q12,d_year = 2000 and d_moy between 1 and 10,43,129358
1,0,q7,d_year = 2000 and d_moy between 1 and 9,50,126100
1,0,q13,d_year = 2000 and d_moy between 1 and 6,50,136791
1,0,q13,d_year = 2000 and d_moy between 1 and 7,51,135349
1,0,q7,d_year = 2000 and d_moy between 1 and 9,57,129268
1,0,q12,d_year = 2000 and d_moy between 1 and 10,64,130865
1,180000,q13,d_year = 2000 and d_moy between 1 and 6,47,77901
1,180000,q13,d_year = 2000 and d_moy between 1 and 6,48,79889
1,180000,q12,d_year = 2000 and d_moy between 1 and 11,49,70036
1,180000,q7,d_year = 2000 and d_moy between 1 and 9,51,58586
1,180000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),51,85437
1,180000,q7,d_year = 2000 and d_moy between 1 and 9,52,73305
1,360000,q7,d_year = 2000 and d_moy between 1 and 10,34,64892
1,360000,q13,d_year = 2000 and d_moy between 1 and 5,35,65644
1,360000,q12,d_year = 2000 and d_moy between 1 and 10,36,47742
1,360000,q10,d_date = cast('2000-04-30' as date),36,77799
1,360000,q13,d_year = 2000 and d_moy between 1 and 6,48,73990
1,360000,q13,d_year = 2000 and d_moy between 1 and 5,62,62799
1,540000,q7,d_year = 2000 and d_moy between 1 and 10,0,65906
1,540000,q13,d_year = 2000 and d_moy between 1 and 7,2,71393
1,540000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3,77482
1,540000,q10,d_year = 2000 and d_moy = 1,3,78293
1,540000,q7,d_year = 2000 and d_moy between 1 and 10,3,63013
1,540000,q7,d_year = 2000 and d_moy between 1 and 10,3,70600
1,720000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6,64506
1,720000,q10,d_year = 2000 and d_moy = 1,6,63507
1,720000,q10,d_date = cast('2000-04-30' as date),6,63488
1,720000,q13,d_year = 2000 and d_moy between 1 and 7,7,57335
1,720000,q12,d_year = 2000 and d_moy between 1 and 10,7,40207
1,720000,q7,d_year = 2000 and d_moy between 1 and 10,16,48263
