app,start,query,range,delay,duration
2,70000,q7,d_year = 2000 and d_moy between 1 and 11,49,94568
2,75000,q13,d_year = 2000 and d_moy between 1 and 8,64,93452
2,80000,q7,d_year = 2000,72,84693
2,85000,q10,d_year = 2000 and d_moy = 1,80,151702
2,90000,q13,d_year = 2000 and d_moy between 1 and 8,27,73658
2,160000,q7,d_year = 2000 and d_moy between 1 and 11,69,71324
2,165000,q7,d_year = 2000,78,73148
2,170000,q10,d_year = 2000 and d_moy = 1,25,42935
2,175000,q10,d_year = 2000 and d_moy between 1 and 2,36,55933
2,180000,q7,d_year = 2000 and d_moy between 1 and 11,48,34773
2,250000,q12,d_year = 2000 and d_moy between 1 and 8,48,42400
2,255000,q12,d_year = 2000 and d_moy between 1 and 9,60,47846
2,260000,q13,d_year = 2000 and d_moy between 1 and 8,70,52874
2,265000,q12,d_year = 2000 and d_moy between 1 and 9,82,43005
2,270000,q1,d_year = 2000 and d_moy between 1 and 5,98,79282
2,340000,q12,d_year = 2000 and d_moy between 1 and 9,84,34239
2,345000,q1,d_year = 2000 and d_moy between 1 and 5,93,51356
2,350000,q1,d_year = 2000 and d_moy between 1 and 6,2,51577
2,355000,q10,d_year = 2000 and d_moy = 1,14,29454
2,360000,q10,d_year = 2000 and d_moy = 1,23,22064
2,430000,q13,d_year = 2000 and d_moy between 1 and 8,77,38534
2,435000,q12,d_year = 2000 and d_moy between 1 and 8,93,33622
2,440000,q12,d_year = 2000 and d_moy between 1 and 8,3,29476
2,445000,q13,d_year = 2000 and d_moy between 1 and 7,13,25695
2,450000,q1,d_year = 2000 and d_moy between 1 and 4,48,26091
2,520000,q7,d_year = 2000 and d_moy between 1 and 11,41,43860
2,525000,q10,d_year = 2000 and d_moy = 1,52,45181
2,530000,q13,d_year = 2000 and d_moy between 1 and 8,62,48358
2,535000,q12,d_year = 2000 and d_moy between 1 and 8,71,41911
2,540000,q1,d_year = 2000 and d_moy between 1 and 5,3,24013
2,610000,q7,d_year = 2000,48,35878
2,615000,q13,d_year = 2000 and d_moy between 1 and 8,57,60282
2,620000,q10,d_year = 2000 and d_moy between 1 and 2,91,52608
2,625000,q1,d_year = 2000 and d_moy between 1 and 4,3,48605
2,630000,q1,d_year = 2000 and d_moy between 1 and 4,18,38104
2,700000,q1,d_year = 2000 and d_moy between 1 and 6,50,52627
2,705000,q10,d_year = 2000 and d_moy = 1,63,35978
2,710000,q1,d_year = 2000 and d_moy between 1 and 4,11,45318
2,715000,q13,d_year = 2000 and d_moy between 1 and 7,48,37676
2,720000,q1,d_year = 2000 and d_moy between 1 and 5,59,24912
