app,start,duration,query,range
0,10000,24166,q1,d_year = 2000 and d_moy between 1 and 9
1,17000,16334,q7,d_year = 2000 and d_moy between 1 and 11
2,24000,20025,q1,d_year = 2000 and d_moy between 1 and 6
0,26560,20025,q1,d_year = 2000 and d_moy between 1 and 6
1,29303,16906,q1,d_year = 2000 and d_moy between 1 and 4
2,39805,16334,q7,d_year = 2000 and d_moy between 1 and 11
1,41203,24166,q1,d_year = 2000 and d_moy between 1 and 9
0,43038,15135,q12,d_year = 2000 and d_moy between 1 and 11
0,50604,15135,q12,d_year = 2000 and d_moy between 1 and 11
2,51034,15135,q12,d_year = 2000 and d_moy between 1 and 11
1,57452,24166,q1,d_year = 2000 and d_moy between 1 and 9
0,58452,24166,q1,d_year = 2000 and d_moy between 1 and 9
2,65204,20802,q13,d_year = 2000 and d_moy between 1 and 9
1,69460,20025,q1,d_year = 2000 and d_moy between 1 and 6
2,72523,15135,q12,d_year = 2000 and d_moy between 1 and 11
0,73807,23105,q13,d_year = 2000 and d_moy between 1 and 10
2,83146,20229,q12,d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6)
1,84775,20229,q12,d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6)
0,88167,18144,q1,d_year = 2000 and d_moy between 1 and 5
2,91865,18122,q13,d_year = 2000 and d_moy between 1 and 8
1,95314,16906,q1,d_year = 2000 and d_moy between 1 and 4
0,101864,20025,q1,d_year = 2000 and d_moy between 1 and 6
2,105593,16730,q12,d_year = 2000
1,111143,18144,q1,d_year = 2000 and d_moy between 1 and 5
0,111946,21553,q1,d_year = 2000 and d_moy between 1 and 7
2,113422,15258,q10,d_year = 2000 and d_moy = 1
0,125005,16730,q12,d_year = 2000
1,127140,15258,q10,d_year = 2000 and d_moy = 1
2,129968,20229,q12,d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6)
2,137221,22906,q1,d_year = 2000 and d_moy between 1 and 8
0,138073,22906,q1,d_year = 2000 and d_moy between 1 and 8
1,138750,22906,q1,d_year = 2000 and d_moy between 1 and 8
0,150885,20025,q1,d_year = 2000 and d_moy between 1 and 6
1,151427,23105,q13,d_year = 2000 and d_moy between 1 and 10
2,151515,18637,q7,d_year = 2000
2,158727,15135,q12,d_year = 2000 and d_moy between 1 and 11
0,159469,24166,q1,d_year = 2000 and d_moy between 1 and 9
1,167630,18144,q1,d_year = 2000 and d_moy between 1 and 5
2,168284,16334,q7,d_year = 2000 and d_moy between 1 and 11
0,170776,16334,q7,d_year = 2000 and d_moy between 1 and 11
0,181711,20229,q12,d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6)
1,181868,24166,q1,d_year = 2000 and d_moy between 1 and 9
