app,start,duration,query,range
0,0,55947,q10,d_year = 2000 and d_moy = 1
0,0,51025,q1,d_year = 2000 and d_moy between 1 and 3
0,0,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
0,0,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,0,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
0,0,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,0,55947,q10,d_year = 2000 and d_moy = 1
1,0,59893,q7,d_year = 2000 and d_moy between 1 and 11
1,0,48816,q13,d_year = 2000 and d_moy between 1 and 6
1,0,53930,q13,d_year = 2000 and d_moy between 1 and 7
1,0,59893,q7,d_year = 2000 and d_moy between 1 and 11
1,0,55947,q10,d_year = 2000 and d_moy = 1
2,0,48816,q13,d_year = 2000 and d_moy between 1 and 6
2,0,48816,q13,d_year = 2000 and d_moy between 1 and 6
2,0,61344,q12,d_year = 2000
2,0,59893,q7,d_year = 2000 and d_moy between 1 and 11
2,0,45807,q10,d_date = cast('2000-04-30' as date)
2,0,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,165000,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,168333,53930,q13,d_year = 2000 and d_moy between 1 and 7
2,171666,55495,q12,d_year = 2000 and d_moy between 1 and 11
0,175771,51025,q1,d_year = 2000 and d_moy between 1 and 3
1,177170,51025,q1,d_year = 2000 and d_moy between 1 and 3
2,181788,53930,q13,d_year = 2000 and d_moy between 1 and 7
0,185624,45807,q10,d_date = cast('2000-04-30' as date)
1,186295,61344,q12,d_year = 2000
2,191758,55495,q12,d_year = 2000 and d_moy between 1 and 11
0,193933,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,197391,59893,q7,d_year = 2000 and d_moy between 1 and 11
2,202095,53930,q13,d_year = 2000 and d_moy between 1 and 7
0,203534,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,208104,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
2,211980,61344,q12,d_year = 2000
0,213639,61344,q12,d_year = 2000
1,216901,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
2,222859,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,224506,48816,q13,d_year = 2000 and d_moy between 1 and 6
1,225891,45807,q10,d_date = cast('2000-04-30' as date)
2,232097,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,234043,59893,q7,d_year = 2000 and d_moy between 1 and 11
1,234718,51025,q1,d_year = 2000 and d_moy between 1 and 3
2,242720,61992,q1,d_year = 2000 and d_moy between 1 and 4
1,243901,61992,q1,d_year = 2000 and d_moy between 1 and 4
0,244465,61992,q1,d_year = 2000 and d_moy between 1 and 4
2,254442,61344,q12,d_year = 2000
1,254803,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,255584,59893,q7,d_year = 2000 and d_moy between 1 and 11
2,266076,48375,q7,d_year = 2000 and d_moy between 1 and 10
0,266566,61992,q1,d_year = 2000 and d_moy between 1 and 4
1,266596,48816,q13,d_year = 2000 and d_moy between 1 and 6
2,274556,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,275087,55495,q12,d_year = 2000 and d_moy between 1 and 11
0,278548,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
2,284382,48375,q7,d_year = 2000 and d_moy between 1 and 10
1,285724,48375,q7,d_year = 2000 and d_moy between 1 and 10
0,287378,61344,q12,d_year = 2000
2,293536,53930,q13,d_year = 2000 and d_moy between 1 and 7
1,294482,53930,q13,d_year = 2000 and d_moy between 1 and 7
0,297999,45807,q10,d_date = cast('2000-04-30' as date)
2,302672,53930,q13,d_year = 2000 and d_moy between 1 and 7
1,304021,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,306978,59893,q7,d_year = 2000 and d_moy between 1 and 11
1,312118,61344,q12,d_year = 2000
2,312888,61992,q1,d_year = 2000 and d_moy between 1 and 4
0,318030,61344,q12,d_year = 2000
2,323816,51025,q1,d_year = 2000 and d_moy between 1 and 3
