app,start,query,range,delay,duration
2,0,q13,d_year = 2000 and d_moy between 1 and 6,73,232229
2,0,q13,d_year = 2000 and d_moy between 1 and 6,79,236697
2,0,q12,d_year = 2000,80,225798
2,0,q7,d_year = 2000 and d_moy between 1 and 11,81,225216
2,0,q10,d_date = cast('2000-04-30' as date),82,234714
2,0,q7,d_year = 2000 and d_moy between 1 and 11,85,218005
2,0,q13,d_year = 2000 and d_moy between 1 and 6,86,233238
2,0,q12,d_year = 2000 and d_moy between 1 and 11,88,223142
2,360000,q7,d_year = 2000 and d_moy between 1 and 10,54,21068
2,360000,q13,d_year = 2000 and d_moy between 1 and 6,55,35481
2,360000,q13,d_year = 2000 and d_moy between 1 and 7,56,32071
2,360000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),57,41830
2,360000,q13,d_year = 2000 and d_moy between 1 and 6,57,39725
2,360000,q13,d_year = 2000 and d_moy between 1 and 6,71,35954
2,360000,q1,d_year = 2000 and d_moy between 1 and 3,73,43885
2,360000,q10,d_year = 2000 and d_moy = 1,92,42066
2,720000,q7,d_year = 2000 and d_moy between 1 and 10,92,37486
2,720000,q13,d_year = 2000 and d_moy between 1 and 7,95,38628
2,720000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),96,39617
2,720000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),96,39399
2,720000,q7,d_year = 2000 and d_moy between 1 and 10,97,33153
2,720000,q7,d_year = 2000 and d_moy between 1 and 10,97,21221
2,720000,q1,d_year = 2000 and d_moy between 1 and 3,97,40589
2,720000,q13,d_year = 2000 and d_moy between 1 and 7,97,38429
2,1080000,q10,d_year = 2000 and d_moy = 1,79,38402
2,1080000,q12,d_year = 2000,81,33608
2,1080000,q13,d_year = 2000 and d_moy between 1 and 6,82,35006
2,1080000,q7,d_year = 2000 and d_moy between 1 and 11,83,34619
2,1080000,q12,d_year = 2000,83,25308
2,1080000,q1,d_year = 2000 and d_moy between 1 and 4,98,40888
2,1080000,q12,d_year = 2000,99,25718
2,1080000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),100,40305
2,1440000,q7,d_year = 2000 and d_moy between 1 and 11,87,29300
2,1440000,q7,d_year = 2000 and d_moy between 1 and 11,87,30989
2,1440000,q12,d_year = 2000,88,30611
2,1440000,q1,d_year = 2000 and d_moy between 1 and 4,88,34350
2,1440000,q10,d_date = cast('2000-04-30' as date),88,34486
2,1440000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),88,35653
2,1440000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),88,35130
2,1440000,q1,d_year = 2000 and d_moy between 1 and 3,88,35782
2,1800000,q13,d_year = 2000 and d_moy between 1 and 6,29,40496
2,1800000,q10,d_year = 2000 and d_moy = 1,30,42247
2,1800000,q10,d_year = 2000 and d_moy = 1,30,42493
2,1800000,q12,d_year = 2000 and d_moy between 1 and 11,30,26798
2,1800000,q1,d_year = 2000 and d_moy between 1 and 3,30,42807
2,1800000,q7,d_year = 2000 and d_moy between 1 and 11,30,28191
2,1800000,q12,d_year = 2000 and d_moy between 1 and 11,30,28503
2,1800000,q7,d_year = 2000 and d_moy between 1 and 11,31,26752
