app,start,query,range,delay,duration
1,40000,q12,d_year = 2000 and d_moy between 1 and 8,39,51313
1,40000,q12,d_year = 2000 and d_moy between 1 and 7,49,51442
1,40000,q1,d_year = 2000 and d_moy between 1 and 3,50,57814
1,40000,q12,d_year = 2000 and d_moy between 1 and 7,50,51225
1,40000,q12,d_year = 2000 and d_moy between 1 and 9,51,8568
1,130000,q1,d_year = 2000 and d_moy between 1 and 5,28,40681
1,130000,q10,d_year = 2000 and d_moy = 1,28,48864
1,130000,q1,d_year = 2000 and d_moy between 1 and 3,29,48220
1,130000,q13,d_year = 2000 and d_moy between 1 and 6,39,39804
1,130000,q1,d_year = 2000 and d_moy between 1 and 4,40,15068
1,220000,q12,d_year = 2000 and d_moy between 1 and 8,54,16724
1,220000,q12,d_year = 2000 and d_moy between 1 and 9,54,21561
1,220000,q1,d_year = 2000 and d_moy between 1 and 3,54,32813
1,220000,q1,d_year = 2000 and d_moy between 1 and 4,54,33474
1,220000,q12,d_year = 2000 and d_moy between 1 and 9,54,14909
1,310000,q1,d_year = 2000 and d_moy between 1 and 4,29,32404
1,310000,q13,d_year = 2000 and d_moy between 1 and 8,30,27690
1,310000,q12,d_year = 2000 and d_moy between 1 and 8,31,20726
1,310000,q12,d_year = 2000 and d_moy between 1 and 9,31,23899
1,310000,q12,d_year = 2000 and d_moy between 1 and 7,31,9752
1,400000,q12,d_year = 2000 and d_moy between 1 and 8,94,23506
1,400000,q12,d_year = 2000 and d_moy between 1 and 8,94,23092
1,400000,q12,d_year = 2000 and d_moy between 1 and 7,94,21554
1,400000,q13,d_year = 2000 and d_moy between 1 and 6,94,23395
1,400000,q1,d_year = 2000 and d_moy between 1 and 5,105,18514
1,490000,q13,d_year = 2000 and d_moy between 1 and 6,93,27831
1,490000,q7,d_year = 2000 and d_moy between 1 and 11,93,27719
1,490000,q12,d_year = 2000 and d_moy between 1 and 8,94,26787
1,490000,q12,d_year = 2000 and d_moy between 1 and 9,94,26564
1,490000,q13,d_year = 2000 and d_moy between 1 and 7,94,11424
1,580000,q1,d_year = 2000 and d_moy between 1 and 4,27,53891
1,580000,q7,d_year = 2000,28,44846
1,580000,q7,d_year = 2000,29,39365
1,580000,q13,d_year = 2000 and d_moy between 1 and 8,29,44579
1,580000,q12,d_year = 2000 and d_moy between 1 and 9,29,14217
1,670000,q12,d_year = 2000 and d_moy between 1 and 8,70,22579
1,670000,q1,d_year = 2000 and d_moy between 1 and 5,70,42212
1,670000,q13,d_year = 2000 and d_moy between 1 and 7,70,27979
1,670000,q1,d_year = 2000 and d_moy between 1 and 4,71,42455
1,670000,q7,d_year = 2000,71,19125
