app,start,query,range,delay,duration
1,0,q10,d_year = 2000 and d_moy = 1,32,131129
1,0,q7,d_year = 2000 and d_moy between 1 and 11,38,255996
1,0,q13,d_year = 2000 and d_moy between 1 and 6,47,120152
1,0,q13,d_year = 2000 and d_moy between 1 and 7,51,126213
1,0,q7,d_year = 2000 and d_moy between 1 and 11,53,106524
1,0,q10,d_year = 2000 and d_moy = 1,60,126773
1,0,q1,d_year = 2000 and d_moy between 1 and 3,61,130591
1,0,q1,d_year = 2000 and d_moy between 1 and 3,66,129471
1,0,q1,d_year = 2000 and d_moy between 1 and 4,67,129840
1,0,q12,d_year = 2000 and d_moy between 1 and 11,68,118832
1,180000,q13,d_year = 2000 and d_moy between 1 and 6,34,64311
1,180000,q13,d_year = 2000 and d_moy between 1 and 6,35,69328
1,180000,q12,d_year = 2000,36,44641
1,180000,q7,d_year = 2000 and d_moy between 1 and 11,80,49694
1,180000,q10,d_date = cast('2000-04-30' as date),85,65076
1,180000,q7,d_year = 2000 and d_moy between 1 and 11,128,40359
1,180000,q13,d_year = 2000 and d_moy between 1 and 6,167,64156
1,180000,q12,d_year = 2000 and d_moy between 1 and 11,185,39144
1,180000,q10,d_date = cast('2000-04-30' as date),194,64995
1,180000,q1,d_year = 2000 and d_moy between 1 and 4,201,65704
1,300000,q7,d_year = 2000 and d_moy between 1 and 10,50,56727
1,300000,q12,d_year = 2000 and d_moy between 1 and 11,50,40562
1,300000,q10,d_year = 2000 and d_moy = 1,50,62004
1,300000,q1,d_year = 2000 and d_moy between 1 and 4,50,61477
1,300000,q13,d_year = 2000 and d_moy between 1 and 6,51,61250
1,300000,q12,d_year = 2000 and d_moy between 1 and 11,51,49499
1,300000,q13,d_year = 2000 and d_moy between 1 and 6,51,63496
1,300000,q10,d_date = cast('2000-04-30' as date),51,59912
1,300000,q13,d_year = 2000 and d_moy between 1 and 7,51,57435
1,300000,q7,d_year = 2000 and d_moy between 1 and 10,52,48728
1,420000,q7,d_year = 2000 and d_moy between 1 and 10,74,59972
1,420000,q13,d_year = 2000 and d_moy between 1 and 7,75,65439
1,420000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),75,65440
1,420000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),75,65129
1,420000,q7,d_year = 2000 and d_moy between 1 and 10,75,60269
1,420000,q7,d_year = 2000 and d_moy between 1 and 10,76,57299
1,420000,q1,d_year = 2000 and d_moy between 1 and 3,93,66604
1,420000,q13,d_year = 2000 and d_moy between 1 and 7,94,65969
1,420000,q1,d_year = 2000 and d_moy between 1 and 4,95,67149
1,420000,q7,d_year = 2000 and d_moy between 1 and 11,97,62553
1,540000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),26,49299
1,540000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),27,49298
1,540000,q1,d_year = 2000 and d_moy between 1 and 4,27,58689
1,540000,q13,d_year = 2000 and d_moy between 1 and 7,37,55560
1,540000,q10,d_year = 2000 and d_moy = 1,37,58114
1,540000,q7,d_year = 2000 and d_moy between 1 and 10,37,30541
1,540000,q13,d_year = 2000 and d_moy between 1 and 6,43,29159
1,540000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),43,49834
1,540000,q13,d_year = 2000 and d_moy between 1 and 6,44,49296
1,540000,q1,d_year = 2000 and d_moy between 1 and 3,44,54319
1,660000,q13,d_year = 2000 and d_moy between 1 and 7,74,63666
1,660000,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),74,62141
1,660000,q1,d_year = 2000 and d_moy between 1 and 3,75,64662
1,660000,q1,d_year = 2000 and d_moy between 1 and 4,83,65434
1,660000,q7,d_year = 2000 and d_moy between 1 and 11,83,40175
1,660000,q13,d_year = 2000 and d_moy between 1 and 7,83,62719
1,660000,q1,d_year = 2000 and d_moy between 1 and 3,83,64275
1,660000,q1,d_year = 2000 and d_moy between 1 and 4,83,63315
1,660000,q7,d_year = 2000 and d_moy between 1 and 10,83,38865
1,660000,q13,d_year = 2000 and d_moy between 1 and 6,83,61112
